#topheader#superheader#header#subheader#text
0#Comité para la Eliminación de la Discriminación Racial#"Observaciones finales sobre los informes periódicos 
21º a 23º combinados del Uruguay* "#B.	Aspectos positivos ##La presentación de la Guía Didáctica de Educación y Afrodescendencia en agosto de 2016; 
15#Comité para la Eliminación de la Discriminación Racial#"Observaciones finales sobre los informes periódicos 
21º a 23º combinados del Uruguay* "#B.	Aspectos positivos ##Los recientes avances para el establecimiento de un nuevo sistema de monitoreo de recomendaciones de promoción y protección de derechos humanos.
16#Comité para la Eliminación de la Discriminación Racial#"Observaciones finales sobre los informes periódicos 
21º a 23º combinados del Uruguay* "#C.	Motivos de preocupación y recomendaciones#Datos estadísticos#El Comité celebra la realización del Censo Nacional de Población y Vivienda en 2011, el cual por primera vez incluyó la variable étnico-racial sobre la base de la autoidentificación, permitiendo tener mayor información sobre la composición demográfica del Estado parte. 
17#Comité para la Eliminación de la Discriminación Racial#"Observaciones finales sobre los informes periódicos 
21º a 23º combinados del Uruguay* "#C.	Motivos de preocupación y recomendaciones#Datos estadísticos#A pesar de que el Comité acoge con satisfacción los esfuerzos realizados para incluir la variable étnico-racial en la recopilación de datos, le preocupa que aún no se haga de forma sistemática y que algunas instituciones públicas no hayan introducido esta variable en la recopilación de datos, lo cual limita la posibilidad de generar datos e indicadores fiables que permitan tener una visión clara y objetiva de las necesidades de todos los sectores de la población. El Comité lamenta, además, que el Estado parte no haya proporcionado suficientes datos e indicadores relativos a la población de origen indígena y de otros grupos minoritarios (arts. 1 y 2).
18#Comité para la Eliminación de la Discriminación Racial#"Observaciones finales sobre los informes periódicos 
21º a 23º combinados del Uruguay* "#C.	Motivos de preocupación y recomendaciones#Medidas legislativas #Tomando en cuenta su recomendación general núm. 4 (1973) sobre la presentación de informes por los Estados partes, en lo que se refiere a la composición demográfica de la población, y su anterior recomendación (véase CERD/C/URY/CO/16-20, párr. 8), el Comité insta al Estado parte a continuar promoviendo la recopilación sistemática de datos y a que las instituciones públicas correspondientes incluyan la variable étnico-racial en tal recopilación. El Comité solicita al Estado parte que en su próximo informe proporcione datos estadísticos fiables, actualizados y completos sobre la composición demográfica de la población en el Estado parte, así como de indicadores de derechos humanos y socioeconómicos desglosados por raza, color, ascendencia, origen nacional o étnico, desglosándolos luego por género, edad, regiones, zonas urbanas y rurales, incluyendo las más remotas. 
19#Comité para la Eliminación de la Discriminación Racial#"Observaciones finales sobre los informes periódicos 
21º a 23º combinados del Uruguay* "#C.	Motivos de preocupación y recomendaciones#Medidas legislativas #El Comité reitera su preocupación ante la falta de una disposición legal que prohíba explícitamente la discriminación racial. Además, el Comité nota con preocupación que contrariamente a lo establecido en el artículo 4, apartados a) y b), de la Convención, el Código Penal uruguayo no incluye como actos punibles la difusión de ideas basadas en la superioridad o en el odio racial, ni la participación en organizaciones o actividades de propaganda que promuevan la discriminación racial (arts. 1, 2 y 4).
20#Comité para la Eliminación de la Discriminación Racial#"Observaciones finales sobre los informes periódicos 
21º a 23º combinados del Uruguay* "#C.	Motivos de preocupación y recomendaciones#Política de lucha contra la discriminación racial #El Comité reitera su anterior recomendación (véase CERD/C/URY/CO/16-20, párr. 9) e insta al Estado parte a que incluya en su legislación una prohibición clara y explícita de discriminación racial que reúna todos los requisitos establecidos en el artículo 1, párrafo 1, y que contemple los actos de discriminación directa e indirecta en todas las esferas del derecho y de la vida pública. Asimismo, a la luz de sus recomendaciones generales núm. 7 (1985) sobre la aplicación del artículo 4 de la Convención, en lo que se refiere a la legislación para erradicar la discriminación racial, y núm. 15 (1993) sobre el artículo 4 de la Convención, el Comité recomienda al Estado parte que revise el Código Penal en aras de armonizar las disposiciones relativas a la discriminación racial con el artículo 4 de la Convención, recordando que el mismo no es de aplicación directa y tomando en cuenta su recomendación general núm. 35 (2013) sobre la lucha contra el discurso de odio racista. El Comité también recomienda que el Estado parte se asegure de que los motivos raciales o basados en el color, linaje u origen nacional o étnico se consideren como circunstancia agravante en las penas impuestas por un delito. 
21#Comité para la Eliminación de la Discriminación Racial#"Observaciones finales sobre los informes periódicos 
21º a 23º combinados del Uruguay* "#C.	Motivos de preocupación y recomendaciones#Política de lucha contra la discriminación racial #El Comité lamenta que el Estado parte no haya dado cumplimiento a su anterior recomendación (véase CERD/URY/CO/16-20, párr. 11) de adoptar el Plan Nacional contra el Racismo y la Discriminación. Además, le preocupa que el Estado parte no cuente con una política integral de lucha contra la discriminación racial (art. 2). 
22#Comité para la Eliminación de la Discriminación Racial#"Observaciones finales sobre los informes periódicos 
21º a 23º combinados del Uruguay* "#C.	Motivos de preocupación y recomendaciones#Medidas institucionales#El Comité insta al Estado parte a elaborar una política nacional integral de lucha contra la discriminación racial que incluya la adopción de un plan nacional contra el racismo y la discriminación asegurando que tanto el proceso de elaboración como el de implementación se lleven a cabo con la participación efectiva de la población afrodescendiente, así como de personas de origen indígena y aquellas pertenecientes a otros grupos minoritarios que continúan enfrentándose a la discriminación y a la exclusión social. El Comité recomienda además que el Estado parte asegure la asignación de los recursos humanos, técnicos y financieros necesarios para la implementación efectiva de dicha política en todo el territorio del Estado parte. 
23#Comité para la Eliminación de la Discriminación Racial#"Observaciones finales sobre los informes periódicos 
21º a 23º combinados del Uruguay* "#C.	Motivos de preocupación y recomendaciones#Medidas institucionales#Si bien el Comité toma nota de la información proporcionada por la delegación sobre la creación de un Grupo de Trabajo sobre Políticas Étnico-Raciales integrado por los organismos de equidad racial existentes, le preocupa la insuficiente información sobre las funciones de dicho mecanismo y la posible superposición de funciones con la Comisión Honoraria contra el Racismo, la Xenofobia y toda otra forma de Discriminación (art. 2).
24#Comité para la Eliminación de la Discriminación Racial#"Observaciones finales sobre los informes periódicos 
21º a 23º combinados del Uruguay* "#C.	Motivos de preocupación y recomendaciones#Discriminación estructural#El Comité recomienda al Estado parte que continúe sus esfuerzos por garantizar una coordinación efectiva entre los diversos mecanismos de lucha contra la discriminación racial y por fortalecer el marco institucional nacional contra el racismo y la discriminación racial. En ese sentido, le recomienda que defina claramente las funciones del Grupo de Trabajo sobre Políticas Étnico-Raciales a fin de evitar la superposición de funciones con la Comisión Honoraria contra el Racismo, la Xenofobia y toda otra forma de Discriminación. El Comité insta al Estado parte a asignar los recursos financieros, técnicos y humanos suficientes que garanticen el funcionamiento adecuado de tales mecanismos.
25#Comité para la Eliminación de la Discriminación Racial#"Observaciones finales sobre los informes periódicos 
21º a 23º combinados del Uruguay* "#C.	Motivos de preocupación y recomendaciones#Discriminación estructural#Preocupa al Comité la persistente discriminación estructural en contra de la población afrodescendiente, lo cual se ve reflejado en la brecha de desigualdad en términos de pobreza y exclusión social que afecta de manera desproporcionada a esta parte de la población (art. 2). 
26#Comité para la Eliminación de la Discriminación Racial#"Observaciones finales sobre los informes periódicos 
21º a 23º combinados del Uruguay* "#C.	Motivos de preocupación y recomendaciones#Discriminación estructural#Tomando en cuenta sus recomendaciones generales núm. 32 (2009) sobre el significado y alcance de las medidas especiales en la Convención, y núm. 34 (2011) sobre discriminación racial contra afrodescendientes, el Comité recomienda al Estado parte que: 
27#Comité para la Eliminación de la Discriminación Racial#"Observaciones finales sobre los informes periódicos 
21º a 23º combinados del Uruguay* "#C.	Motivos de preocupación y recomendaciones#Discriminación estructural#Redoble sus esfuerzos para asegurar el cumplimiento de la Ley núm. 19122 sobre acciones afirmativas en los ámbitos público y privado dirigidas a los integrantes de la población afrodescendiente, incluso mediante el diseño de un plan de implementación detallado con plazos y metas concretas; 
28#Comité para la Eliminación de la Discriminación Racial#"Observaciones finales sobre los informes periódicos 
21º a 23º combinados del Uruguay* "#C.	Motivos de preocupación y recomendaciones#Discriminación estructural#Asegure que la Comisión Honoraria contra el Racismo, la Xenofobia y toda otra forma de Discriminación constituya un mecanismo eficaz e independiente de supervisión del cumplimiento de la Ley núm. 19122 y cuente con los recursos suficientes que aseguren su implementación; 
29#Comité para la Eliminación de la Discriminación Racial#"Observaciones finales sobre los informes periódicos 
21º a 23º combinados del Uruguay* "#C.	Motivos de preocupación y recomendaciones#Discriminación estructural#A la luz del artículo 2 de la Ley antes referida, diseñe, promueva e implemente medidas de acción afirmativa efectivas en el ámbito privado a fin de combatir la discriminación racial contra los afrodescendientes y en aras de disminuir la pobreza, exclusión social y marginación que afecta de manera desproporcionada a los afrodescendientes; 
30#Comité para la Eliminación de la Discriminación Racial#"Observaciones finales sobre los informes periódicos 
21º a 23º combinados del Uruguay* "#C.	Motivos de preocupación y recomendaciones#Derechos políticos #Continúe los esfuerzos para mejorar las condiciones de vida de los afrodescendientes garantizando su protección contra la discriminación por parte de organismos estatales y funcionarios públicos, así como de cualquier persona, grupo u organización.
31#Comité para la Eliminación de la Discriminación Racial#"Observaciones finales sobre los informes periódicos 
21º a 23º combinados del Uruguay* "#C.	Motivos de preocupación y recomendaciones#Derechos políticos #El Comité nota con preocupación la ausencia de medidas efectivas para promover la participación política de la población afrodescendiente, lo cual se refleja en la insuficiente representación de personas afrodescendientes en todos los niveles de la administración pública. Además, le preocupa que según información recibida únicamente el 0,8% de cargos de decisión tanto a nivel público como privado sean ocupados por personas afrodescendientes (art. 5, apdo. c)).
32#Comité para la Eliminación de la Discriminación Racial#"Observaciones finales sobre los informes periódicos 
21º a 23º combinados del Uruguay* "#C.	Motivos de preocupación y recomendaciones#Discriminación en el ámbito educativo#El Comité recomienda que el Estado parte adopte medidas efectivas para asegurar la plena participación en los asuntos públicos de los afrodescendientes tanto en los cargos de toma de decisión como en instituciones representativas. Asimismo, le insta a continuar sus esfuerzos para asegurar la igualdad de oportunidades de participación de los afrodescendientes en todos los niveles de la administración pública, tanto a nivel nacional como local, así como para promover su participación en cargos directivos en el sector privado. El Comité también recomienda al Estado parte que promueva la sensibilización de la población afrodescendiente respecto de la importancia de su participación activa en la vida pública y política. 
33#Comité para la Eliminación de la Discriminación Racial#"Observaciones finales sobre los informes periódicos 
21º a 23º combinados del Uruguay* "#C.	Motivos de preocupación y recomendaciones#Discriminación en el ámbito educativo#Si bien el Comité toma nota de las medidas especiales previstas en el ámbito educativo para favorecer el acceso a la educación de la población afrodescendiente, le preocupa la persistente disparidad en los logros educativos entre las personas afrodescendientes en comparación con el resto de la población. Preocupa también al Comité la brecha de desigualdad en las tasas de egreso de la educación media y el limitado acceso que tienen los jóvenes afrodescendientes a la educación terciaria (arts. 2 y 5, apdo. d), inc. v)). 
34#Comité para la Eliminación de la Discriminación Racial#"Observaciones finales sobre los informes periódicos 
21º a 23º combinados del Uruguay* "#C.	Motivos de preocupación y recomendaciones#Pueblos indígenas#El Comité recomienda al Estado parte que redoble sus esfuerzos para garantizar el disfrute del derecho a la educación sin ningún tipo de discriminación a la población afrodescendiente. En particular, le recomienda que adopte medidas especiales dirigidas a la población afrodescendiente —especialmente a las adolescentes afrodescendientes— a fin de corregir las disparidades en los logros educativos, reducir los altos índices de deserción escolar y promover el acceso a la educación terciaria. El Comité insta al Estado parte a adoptar las medidas necesarias que garanticen el cumplimiento efectivo de la Ley núm. 19122 en lo que se refiere al ámbito educativo.
35#Comité para la Eliminación de la Discriminación Racial#"Observaciones finales sobre los informes periódicos 
21º a 23º combinados del Uruguay* "#C.	Motivos de preocupación y recomendaciones#Pueblos indígenas#Aun cuando el Comité acoge los esfuerzos realizados por el Estado parte para fomentar la sensibilización sobre el aporte indígena, continúa preocupado por la falta de información que permita el reconocimiento de pueblos indígenas y por la persistencia de estereotipos y prejuicios en su contra. Preocupa al Comité que personas de origen indígena continúen siendo objeto de actos de discriminación racial (arts. 2, 5 y 7).
36#Comité para la Eliminación de la Discriminación Racial#"Observaciones finales sobre los informes periódicos 
21º a 23º combinados del Uruguay* "#C.	Motivos de preocupación y recomendaciones#Pueblos indígenas#Tomando en cuenta su recomendación general núm. 23 (1997) sobre los derechos de los pueblos indígenas, el Comité recomienda al Estado parte que:
37#Comité para la Eliminación de la Discriminación Racial#"Observaciones finales sobre los informes periódicos 
21º a 23º combinados del Uruguay* "#C.	Motivos de preocupación y recomendaciones#Pueblos indígenas#Adopte un plan para reconocer y dar mayor visibilidad a los personas que se autoidentifican como indígenas y su diversidad, que incluya entre otros, la realización de un estudio exhaustivo que permita determinar con mayor precisión cuáles son los pueblos indígenas que han existido y que aún se encuentran representados en el Estado parte; 
38#Comité para la Eliminación de la Discriminación Racial#"Observaciones finales sobre los informes periódicos 
21º a 23º combinados del Uruguay* "#C.	Motivos de preocupación y recomendaciones#Pueblos indígenas#Adopte medidas efectivas para combatir los estereotipos sobre las personas de origen indígena mediante el reconocimiento de su identidad cultural; 
39#Comité para la Eliminación de la Discriminación Racial#"Observaciones finales sobre los informes periódicos 
21º a 23º combinados del Uruguay* "#C.	Motivos de preocupación y recomendaciones#Pueblos indígenas#Redoble sus esfuerzos para que las personas de origen indígena gocen sin ningún tipo de discriminación de todos los derechos reconocidos en el artículo 5 de la Convención. 
40#Comité para la Eliminación de la Discriminación Racial#"Observaciones finales sobre los informes periódicos 
21º a 23º combinados del Uruguay* "#C.	Motivos de preocupación y recomendaciones#Discriminación múltiple contra mujeres afrodescendientes#En ese sentido, el Comité alienta al Estado parte a reconsiderar la ratificación del Convenio sobre Pueblos Indígenas y Tribales en Países Independientes, 1989 (núm. 169), de la Organización Internacional del Trabajo.
41#Comité para la Eliminación de la Discriminación Racial#"Observaciones finales sobre los informes periódicos 
21º a 23º combinados del Uruguay* "#C.	Motivos de preocupación y recomendaciones#Discriminación múltiple contra mujeres afrodescendientes#El Comité continúa preocupado por las múltiples formas de discriminación que enfrentan las mujeres afrodescendientes, particularmente en los ámbitos educativo, laboral y de salud. Además, el Comité lamenta la información sobre la discriminación que sufren muchas trabajadoras domésticas debido a su origen étnico (art. 5).
42#Comité para la Eliminación de la Discriminación Racial#"Observaciones finales sobre los informes periódicos 
21º a 23º combinados del Uruguay* "#C.	Motivos de preocupación y recomendaciones#Discriminación múltiple contra mujeres afrodescendientes#El Comité recomienda que el Estado parte: 
43#Comité para la Eliminación de la Discriminación Racial#"Observaciones finales sobre los informes periódicos 
21º a 23º combinados del Uruguay* "#C.	Motivos de preocupación y recomendaciones#Discriminación múltiple contra mujeres afrodescendientes#Tome en cuenta su recomendación general núm. 25 (2000) sobre las dimensiones de la discriminación racial relacionadas con el género, e incluya una perspectiva de género en todas las políticas y estrategias contra la discriminación racial para hacer frente a las múltiples formas de discriminación que afectan a las mujeres afrodescendientes; 
44#Comité para la Eliminación de la Discriminación Racial#"Observaciones finales sobre los informes periódicos 
21º a 23º combinados del Uruguay* "#C.	Motivos de preocupación y recomendaciones#Discriminación múltiple contra mujeres afrodescendientes#Adopte medidas apropiadas para mejorar el acceso a la educación, empleo, salud y justicia de las mujeres afrodescendientes víctimas de discriminación;
45#Comité para la Eliminación de la Discriminación Racial#"Observaciones finales sobre los informes periódicos 
21º a 23º combinados del Uruguay* "#C.	Motivos de preocupación y recomendaciones#Otras formas de discriminación múltiple#Redoble sus esfuerzos para asegurar la protección efectiva de todos los trabajadores domésticos velando por que las disposiciones jurídicas relativas al trabajo doméstico se apliquen enérgicamente, y fortaleciendo los mecanismos de inspección. 
46#Comité para la Eliminación de la Discriminación Racial#"Observaciones finales sobre los informes periódicos 
21º a 23º combinados del Uruguay* "#C.	Motivos de preocupación y recomendaciones#Otras formas de discriminación múltiple#Preocupa al Comité que, a pesar de las medidas adoptadas por el Estado parte para combatir la discriminación basada en orientación sexual e identidad de género, las personas afrodescendientes lesbianas, gais, bisexuales, transexuales e intersexuales continúen siendo objeto de múltiples formas de discriminación (art. 5).
47#Comité para la Eliminación de la Discriminación Racial#"Observaciones finales sobre los informes periódicos 
21º a 23º combinados del Uruguay* "#C.	Motivos de preocupación y recomendaciones#Refugiados y solicitantes de asilo #El Comité recomienda al Estado parte que adopte las medidas necesarias para combatir las múltiples formas de discriminación que enfrentan las personas lesbianas, gais, bisexuales, transexuales e intersexuales, incluso mediante la incorporación de una perspectiva étnico-racial en las medidas adoptadas para luchar contra la discriminación basada en la orientación sexual e identidad de género.
48#Comité para la Eliminación de la Discriminación Racial#"Observaciones finales sobre los informes periódicos 
21º a 23º combinados del Uruguay* "#C.	Motivos de preocupación y recomendaciones#Refugiados y solicitantes de asilo #Si bien el Comité celebra los programas de reasentamiento de refugiados que está implementando el Estado parte, le preocupa la información que da cuenta de la discriminación que enfrentan a veces los solicitantes de asilo y refugiados; asimismo le preocupa la ausencia de programas adecuados que faciliten su integración social (art. 5, apdo. d)).
49#Comité para la Eliminación de la Discriminación Racial#"Observaciones finales sobre los informes periódicos 
21º a 23º combinados del Uruguay* "#C.	Motivos de preocupación y recomendaciones#Migrantes #El Comité insta al Estado parte a tomar las medidas necesarias y efectivas para promover la integración social de los refugiados y solicitantes de asilo, garantizándoles acceso a la educación, el empleo, servicios de salud y vivienda sin ningún tipo de discriminación. El Comité también recomienda que el Estado parte intensifique la capacitación y formación en derechos humanos ofrecida a los funcionarios públicos en relación a los derechos de los refugiados y solicitantes de asilo.
50#Comité para la Eliminación de la Discriminación Racial#"Observaciones finales sobre los informes periódicos 
21º a 23º combinados del Uruguay* "#C.	Motivos de preocupación y recomendaciones#Migrantes #Preocupa al Comité la información que da cuenta de la discriminación en contra de las personas migrantes en el Estado parte. Especialmente, le preocupa la discriminación de personas migrantes de origen peruano y boliviano en el ámbito laboral, quienes además en algunos casos se enfrentan a condiciones laborales precarias (art. 5). 
51#Comité para la Eliminación de la Discriminación Racial#"Observaciones finales sobre los informes periódicos 
21º a 23º combinados del Uruguay* "#C.	Motivos de preocupación y recomendaciones#Acceso a la justicia #El Comité recomienda al Estado parte que tome en cuenta su recomendación general núm. 30 (2004) sobre la discriminación contra los no ciudadanos, y adopte las medidas necesarias para combatir todas las formas de discriminación racial y estereotipos que enfrenta la población migrante en el Estado parte. Asimismo, le recomienda que adopte las medidas necesarias para asegurar condiciones de trabajo adecuadas a todos los trabajadores migrantes, incluso mediante la realización de inspecciones sistemáticas, y para facilitarles el acceso a la justicia.
52#Comité para la Eliminación de la Discriminación Racial#"Observaciones finales sobre los informes periódicos 
21º a 23º combinados del Uruguay* "#C.	Motivos de preocupación y recomendaciones#Acceso a la justicia #El Comité nota con preocupación la ausencia de procesos judiciales y sentencias condenatorias por actos relativos a discriminación racial, lo cual en parte podría ser consecuencia de la falta de capacitación especializada y sistemática a funcionarios públicos y miembros de las fuerzas del orden con relación a la aplicación de las disposiciones de la Convención, así como en la falta de conocimiento del sistema del sistema jurídico por parte de las víctimas. Asimismo, el Comité lamenta la falta de información sobre el número de personas afrodescendientes que se encuentran privadas de libertad y que la variable étnico-racial aún no haya sido incorporada a los registros de privación de libertad (arts. 2 y 6).
53#Comité para la Eliminación de la Discriminación Racial#"Observaciones finales sobre los informes periódicos 
21º a 23º combinados del Uruguay* "#C.	Motivos de preocupación y recomendaciones#Acceso a la justicia #El Comité recomienda al Estado parte que: 
54#Comité para la Eliminación de la Discriminación Racial#"Observaciones finales sobre los informes periódicos 
21º a 23º combinados del Uruguay* "#C.	Motivos de preocupación y recomendaciones#Acceso a la justicia #Lleve a cabo capacitaciones sistemáticas entre los funcionarios públicos, jueces, magistrados y el personal de las fuerzas del orden, a fin de asegurar la aplicación efectiva de la Convención y de las leyes relativas a la discriminación racial y para asegurar que en el desempeño de sus funciones se respeten y defiendan todos los derechos humanos, incluyendo la eliminación de actos y prácticas de discriminación racial; 
55#Comité para la Eliminación de la Discriminación Racial#"Observaciones finales sobre los informes periódicos 
21º a 23º combinados del Uruguay* "#C.	Motivos de preocupación y recomendaciones#Acceso a la justicia #Organice campañas de sensibilización entre los titulares de derechos sobre las disposiciones de la Convención y el sistema jurídico de protección contra la discriminación racial; 
56#Comité para la Eliminación de la Discriminación Racial#"Observaciones finales sobre los informes periódicos 
21º a 23º combinados del Uruguay* "#C.	Motivos de preocupación y recomendaciones#Acceso a la justicia #Asegure que todas las denuncias sobre discriminación racial sean investigadas de forma exhaustiva e independiente; 
57#Comité para la Eliminación de la Discriminación Racial#"Observaciones finales sobre los informes periódicos 
21º a 23º combinados del Uruguay* "#C.	Motivos de preocupación y recomendaciones#Estereotipos raciales #Incluya la variable étnico-racial en los registros de detención a fin de obtener información fiable sobre el número de personas pertenecientes a grupos étnicos que se encuentran privadas de libertad y proporcione tal información en su próximo informe.
58#Comité para la Eliminación de la Discriminación Racial#"Observaciones finales sobre los informes periódicos 
21º a 23º combinados del Uruguay* "#C.	Motivos de preocupación y recomendaciones#Estereotipos raciales #El Comité reitera su anterior preocupación (véase CERD/C/URY/CO/16-20, párr. 19) y lamenta que el Estado parte no haya adoptado medidas efectivas para combatir los estereotipos raciales que aún se encuentran arraigados en la sociedad uruguaya y que de acuerdo a informaciones recibidas, en algunos casos son difundidos en los medios de comunicación (art. 7). 
59#Comité para la Eliminación de la Discriminación Racial#"Observaciones finales sobre los informes periódicos 
21º a 23º combinados del Uruguay* "#D.	Otras recomendaciones#Enmienda al artículo 8 de la Convención #El Comité insta al Estado parte a adoptar medidas efectivas para combatir los estereotipos raciales y toda forma de discriminación en contra de afrodescendientes, indígenas y migrantes. Asimismo, tomando en cuenta su recomendación general núm. 35, le recomienda redoblar sus esfuerzos para evitar la propagación de mensajes en los medios de comunicación que continúen perpetuando la estigmatización. El Comité recomienda al Estado parte que lleve a cabo de manera sistemática campañas de sensibilización y educación hacia la sociedad en general sobre los efectos negativos de la discriminación racial y que promuevan la comprensión y tolerancia entre los diferentes grupos étnicos existentes en el Estado parte.
60#Comité para la Eliminación de la Discriminación Racial#"Observaciones finales sobre los informes periódicos 
21º a 23º combinados del Uruguay* "#D.	Otras recomendaciones#Declaración y Programa de Acción de Durban#El Comité recomienda que el Estado parte ratifique la enmienda al artículo 8, párrafo, 6 de la Convención, aprobada el 15 de enero de 1992 en la 14ª reunión de los Estados partes en la Convención y que hizo suya la Asamblea General en su resolución 47/111. 
61#Comité para la Eliminación de la Discriminación Racial#"Observaciones finales sobre los informes periódicos 
21º a 23º combinados del Uruguay* "#D.	Otras recomendaciones#Decenio Internacional de los Afrodescendientes #A la luz de su recomendación general núm. 33 (2009) sobre el seguimiento de la Conferencia de Examen de Durban, el Comité recomienda al Estado parte que, al incorporar la Convención en su legislación nacional, tenga en cuenta la Declaración y el Programa de Acción de Durban, aprobados en septiembre de 2001 por la Conferencia Mundial contra el Racismo, la Discriminación Racial, la Xenofobia y las Formas Conexas de Intolerancia, así como el documento final de la Conferencia de Examen de Durban, celebrada en abril de 2009. El Comité pide al Estado parte que en su próximo informe periódico incluya información concreta sobre los planes de acción y demás medidas adoptadas para aplicar la Declaración y el Programa de Acción en el ámbito nacional. 
62#Comité para la Eliminación de la Discriminación Racial#"Observaciones finales sobre los informes periódicos 
21º a 23º combinados del Uruguay* "#D.	Otras recomendaciones#Difusión de los informes y de las observaciones finales#A la luz de la resolución 68/237 de la Asamblea General sobre la proclamación del Decenio Internacional de los Afrodescendientes (2015-2024) y de la resolución 69/16 de la Asamblea sobre el programa de actividades del Decenio, el Comité recomienda que el Estado parte prepare e implemente un programa adecuado de medidas y políticas. El Comité también solicita que en su próximo informe incluya información precisa sobre las medidas concretas adoptadas en este marco, a la luz de su recomendación general núm. 34.
63#Comité para la Eliminación de la Discriminación Racial#"Observaciones finales sobre los informes periódicos 
21º a 23º combinados del Uruguay* "#D.	Otras recomendaciones#Consultas con organizaciones de la sociedad civil#El Comité recomienda que el Estado parte ponga sus informes a disposición del público desde el momento mismo de su presentación y que dé una amplia difusión de las presentes observaciones finales en todos los niveles de la sociedad.
